date,open,high,low,close
2025-06-17 09:00:00,146661000.0,147957000.0,143900000.0,145456000.0
2025-06-16 09:00:00,145998000.0,149303000.0,145250000.0,146673000.0
2025-06-15 09:00:00,146401000.0,147100000.0,145220000.0,145997000.0
2025-06-14 09:00:00,147265000.0,147526000.0,145082000.0,146401000.0
2025-06-13 09:00:00,145811000.0,147340000.0,143000000.0,147266000.0
2025-06-12 09:00:00,149710000.0,149840000.0,145801000.0,145801000.0
2025-06-11 09:00:00,150628000.0,151400000.0,148999000.0,149702000.0
2025-06-10 09:00:00,150330000.0,150992000.0,149060000.0,150604000.0
2025-06-09 09:00:00,145801000.0,150600000.0,144900000.0,150330000.0
2025-06-08 09:00:00,146540000.0,146796000.0,145196000.0,145799000.0
2025-06-07 09:00:00,145196000.0,146895000.0,144601000.0,146514000.0
2025-06-06 09:00:00,141588000.0,146120000.0,140862000.0,145196000.0
2025-06-05 09:00:00,145218000.0,146487000.0,140399000.0,141588000.0
2025-06-04 09:00:00,147378000.0,147601000.0,145200000.0,145210000.0
2025-06-03 09:00:00,148070000.0,148900000.0,147022000.0,147322000.0
2025-06-02 09:00:00,149102000.0,149166000.0,146209000.0,148074000.0
2025-06-01 09:00:00,147932000.0,149502000.0,147000000.0,149100000.0
2025-05-31 09:00:00,147044000.0,148700000.0,146042000.0,147932000.0
2025-05-30 09:00:00,147370000.0,149000000.0,146300000.0,147044000.0
2025-05-29 09:00:00,150280000.0,151291000.0,147160000.0,147370000.0
2025-05-28 09:00:00,151323000.0,151608000.0,149520000.0,150280000.0
2025-05-27 09:00:00,152197000.0,153218000.0,150001000.0,151323000.0
2025-05-26 09:00:00,152133000.0,153000000.0,151509000.0,152195000.0
2025-05-25 09:00:00,150680000.0,152946000.0,149916000.0,152133000.0
2025-05-24 09:00:00,149962000.0,152700000.0,149422000.0,150660000.0
2025-05-23 09:00:00,154861000.0,155169000.0,149258000.0,149878000.0
2025-05-22 09:00:00,152356000.0,155323000.0,152070000.0,154861000.0
2025-05-21 09:00:00,150424000.0,153301000.0,148810000.0,152356000.0
2025-05-20 09:00:00,148700000.0,150990000.0,147743000.0,150424000.0
2025-05-19 09:00:00,150296000.0,151199000.0,145500000.0,148699000.0
2025-05-18 09:00:00,146580000.0,150600000.0,146555000.0,150458000.0
2025-05-17 09:00:00,146465000.0,146828000.0,145770000.0,146555000.0
2025-05-16 09:00:00,146030000.0,147117000.0,145570000.0,146465000.0
2025-05-15 09:00:00,145793000.0,146639000.0,143634000.0,146026000.0
2025-05-14 09:00:00,145965000.0,146430000.0,144249000.0,145718000.0
2025-05-13 09:00:00,144875000.0,146644000.0,143500000.0,145880000.0
2025-05-12 09:00:00,145510000.0,147300000.0,142532000.0,144875000.0
2025-05-11 09:00:00,144982000.0,146495000.0,144037000.0,145510000.0
2025-05-10 09:00:00,143726000.0,145315000.0,143500000.0,144964000.0
2025-05-09 09:00:00,144688000.0,146200000.0,143500000.0,143720000.0
2025-05-08 09:00:00,137680000.0,145000000.0,137402000.0,144780000.0
2025-05-07 09:00:00,137351000.0,138282000.0,136050000.0,137660000.0
2025-05-06 09:00:00,134890000.0,137800000.0,133061000.0,137400000.0
2025-05-05 09:00:00,135677000.0,136392000.0,132900000.0,134890000.0
2025-05-04 09:00:00,137598000.0,138082000.0,135582000.0,135652000.0
2025-05-03 09:00:00,138640000.0,138750000.0,137153000.0,137560000.0
2025-05-02 09:00:00,139145000.0,140516000.0,137799000.0,138636000.0
2025-05-01 09:00:00,136148000.0,140037000.0,136002000.0,139145000.0
2025-04-30 09:00:00,136310000.0,136873000.0,134138000.0,136050000.0
2025-04-29 09:00:00,136820000.0,137498000.0,135700000.0,136310000.0
2025-04-28 09:00:00,135160000.0,137558000.0,133720000.0,136816000.0
2025-04-27 09:00:00,136525000.0,137400000.0,135150000.0,135150000.0
2025-04-26 09:00:00,136557000.0,137140000.0,135300000.0,136499000.0
2025-04-25 09:00:00,134641000.0,137869000.0,133857000.0,136416000.0
2025-04-24 09:00:00,134373000.0,134710000.0,132028000.0,134650000.0
2025-04-23 09:00:00,133856000.0,135413000.0,131570000.0,134373000.0
2025-04-22 09:00:00,126200000.0,134397000.0,125550000.0,133855000.0
2025-04-21 09:00:00,122746000.0,126660000.0,122690000.0,126237000.0
2025-04-20 09:00:00,122720000.0,123135000.0,121571000.0,122746000.0
2025-04-19 09:00:00,122288000.0,123500000.0,122110000.0,122720000.0
2025-04-18 09:00:00,122669000.0,122916000.0,122255000.0,122288000.0
2025-04-17 09:00:00,121850000.0,123220000.0,121502000.0,122700000.0
2025-04-16 09:00:00,122154000.0,123570000.0,121200000.0,121850000.0
2025-04-15 09:00:00,122694000.0,125120000.0,122116000.0,122158000.0
2025-04-14 09:00:00,121577000.0,124000000.0,121504000.0,122694000.0
2025-04-13 09:00:00,123577000.0,124520000.0,120859000.0,121577000.0
2025-04-12 09:00:00,121450000.0,123973000.0,120616000.0,123551000.0
2025-04-11 09:00:00,117929000.0,122333000.0,116910000.0,121450000.0
2025-04-10 09:00:00,121339000.0,122300000.0,116687000.0,117936000.0
2025-04-09 09:00:00,114497000.0,123168000.0,112549000.0,121339000.0
2025-04-08 09:00:00,118062000.0,120239000.0,114360000.0,114489000.0
2025-04-07 09:00:00,117517000.0,121149000.0,111659000.0,118061000.0
2025-04-06 09:00:00,123255000.0,123500000.0,115542000.0,117517000.0
2025-04-05 09:00:00,123409000.0,123988000.0,122033000.0,123300000.0
2025-04-04 09:00:00,123244000.0,124650000.0,121100000.0,123409000.0
2025-04-03 09:00:00,122794000.0,124785000.0,121002000.0,123244000.0
2025-04-02 09:00:00,126632000.0,130342000.0,122500000.0,122798000.0
2025-04-01 09:00:00,123209000.0,126964000.0,122800000.0,126632000.0
2025-03-31 09:00:00,123046000.0,124895000.0,121263000.0,123209000.0
2025-03-30 09:00:00,123274000.0,124890000.0,122218000.0,123046000.0
2025-03-29 09:00:00,125800000.0,126100000.0,122007000.0,123378000.0
2025-03-28 09:00:00,128701000.0,129026000.0,124610000.0,125800000.0
2025-03-27 09:00:00,128556000.0,129566000.0,127000000.0,128701000.0
2025-03-26 09:00:00,128822000.0,130207000.0,127200000.0,128556000.0
2025-03-25 09:00:00,128890000.0,130000000.0,127502000.0,128823000.0
2025-03-24 09:00:00,126912000.0,130989000.0,126196000.0,128890000.0
2025-03-23 09:00:00,124150000.0,126938000.0,124026000.0,126937000.0
2025-03-22 09:00:00,124500000.0,124890000.0,124000000.0,124150000.0
2025-03-21 09:00:00,124329000.0,125138000.0,123228000.0,124500000.0
2025-03-20 09:00:00,127194000.0,128495000.0,123910000.0,124297000.0
2025-03-19 09:00:00,121272000.0,127625000.0,120939000.0,127194000.0
2025-03-18 09:00:00,122801000.0,122888000.0,119550000.0,121272000.0
2025-03-17 09:00:00,121720000.0,123660000.0,121260000.0,122801000.0
2025-03-16 09:00:00,124013000.0,125000000.0,121020000.0,121749000.0
2025-03-15 09:00:00,123855000.0,124896000.0,123200000.0,124000000.0
2025-03-14 09:00:00,120216000.0,125500000.0,119737000.0,123878000.0
2025-03-13 09:00:00,123871000.0,124600000.0,119000000.0,120216000.0
2025-03-12 09:00:00,123232000.0,125300000.0,120153000.0,123871000.0
2025-03-11 09:00:00,117495000.0,123918000.0,114763000.0,123232000.0
2025-03-10 09:00:00,121039000.0,124910000.0,116355000.0,117477000.0
2025-03-09 09:00:00,128579000.0,128950000.0,119864000.0,121111000.0
2025-03-08 09:00:00,129522000.0,129998000.0,127390000.0,128531000.0
2025-03-07 09:00:00,133858000.0,135900000.0,127470000.0,129522000.0
2025-03-06 09:00:00,134990000.0,138321000.0,131220000.0,133870000.0
2025-03-05 09:00:00,130368000.0,136459000.0,128980000.0,134990000.0
2025-03-04 09:00:00,130110000.0,133790000.0,123473000.0,130430000.0
2025-03-03 09:00:00,142500000.0,142950000.0,128097000.0,130094000.0
2025-03-02 09:00:00,128320000.0,143708000.0,126464000.0,142500000.0
2025-03-01 09:00:00,124499000.0,128980000.0,123342000.0,128320000.0
2025-02-28 09:00:00,124404000.0,125411000.0,116504000.0,124499000.0
2025-02-27 09:00:00,122775000.0,127493000.0,121500000.0,124331000.0
2025-02-26 09:00:00,129715000.0,130000000.0,120723000.0,122784000.0
2025-02-25 09:00:00,132135000.0,134899000.0,125004000.0,129715000.0
2025-02-24 09:00:00,141371000.0,141572000.0,131800000.0,132135000.0
2025-02-23 09:00:00,142364000.0,142500000.0,140019000.0,141364000.0
2025-02-22 09:00:00,142891000.0,143191000.0,141988000.0,142300000.0
2025-02-21 09:00:00,145719000.0,146400000.0,141334000.0,142859000.0
2025-02-20 09:00:00,144314000.0,146000000.0,143689000.0,145719000.0
2025-02-19 09:00:00,143760000.0,144743000.0,142250000.0,144312000.0
2025-02-18 09:00:00,144390000.0,145352000.0,141104000.0,143728000.0
2025-02-17 09:00:00,145625000.0,145980000.0,144139000.0,144390000.0
2025-02-16 09:00:00,147503000.0,147598000.0,145484000.0,145625000.0
2025-02-15 09:00:00,146551000.0,147720000.0,146200000.0,147501000.0
2025-02-14 09:00:00,145802000.0,148120000.0,145270000.0,146551000.0
2025-02-13 09:00:00,147846000.0,148155000.0,144580000.0,145877000.0
2025-02-12 09:00:00,146034000.0,148266000.0,143429000.0,147846000.0
2025-02-11 09:00:00,147812000.0,148750000.0,145112000.0,146020000.0
2025-02-10 09:00:00,147602000.0,148830000.0,146000000.0,147724000.0
2025-02-09 09:00:00,148873000.0,149819000.0,146197000.0,147579000.0
2025-02-08 09:00:00,149602000.0,150220000.0,147994000.0,148803000.0
2025-02-07 09:00:00,151359000.0,154000000.0,148730000.0,149601000.0
2025-02-06 09:00:00,151450000.0,153925000.0,150011000.0,151356000.0
2025-02-05 09:00:00,154140000.0,155662000.0,151000000.0,151450000.0
2025-02-04 09:00:00,158217000.0,159439000.0,153000000.0,154122000.0
2025-02-03 09:00:00,154000000.0,160304000.0,145000000.0,158217000.0
2025-02-02 09:00:00,157399000.0,157925000.0,152477000.0,154000000.0
2025-02-01 09:00:00,156580000.0,158090000.0,155888000.0,157330000.0
2025-01-31 09:00:00,158182000.0,159669000.0,155600000.0,156580000.0
2025-01-30 09:00:00,158859000.0,160559000.0,157860000.0,158139000.0
2025-01-29 09:00:00,155919000.0,159455000.0,155765000.0,158859000.0
2025-01-28 09:00:00,154919000.0,156658000.0,153782000.0,155919000.0
2025-01-27 09:00:00,156100000.0,157075000.0,151260000.0,154919000.0
2025-01-26 09:00:00,157200000.0,157933000.0,156000000.0,156100000.0
2025-01-25 09:00:00,157170000.0,157832000.0,156889000.0,157200000.0
2025-01-24 09:00:00,155112000.0,159000000.0,154000000.0,157146000.0
2025-01-23 09:00:00,154999000.0,158920000.0,152000000.0,155112000.0
2025-01-22 09:00:00,157571000.0,157791000.0,154486000.0,154999000.0
2025-01-21 09:00:00,153225000.0,158490000.0,151038000.0,157571000.0
2025-01-20 09:00:00,154000000.0,163325000.0,151518000.0,153225000.0
2025-01-19 09:00:00,155720000.0,159999000.0,150903000.0,154000000.0
2025-01-18 09:00:00,152434000.0,156530000.0,151533000.0,155801000.0
2025-01-17 09:00:00,146750000.0,155509000.0,146661000.0,152345000.0
2025-01-16 09:00:00,147309000.0,147804000.0,144102000.0,146670000.0
2025-01-15 09:00:00,143546000.0,147724000.0,142997000.0,147309000.0
2025-01-14 09:00:00,142108000.0,144999000.0,141684000.0,143501000.0
2025-01-13 09:00:00,142074000.0,143500000.0,137500000.0,142108000.0
2025-01-12 09:00:00,141768000.0,143245000.0,141002000.0,142086000.0
2025-01-11 09:00:00,142614000.0,142617000.0,141175000.0,141771000.0
2025-01-10 09:00:00,139748000.0,143886000.0,139687000.0,142457000.0
2025-01-09 09:00:00,142375000.0,142776000.0,138810000.0,139740000.0
2025-01-08 09:00:00,144789000.0,145161000.0,140919000.0,142368000.0
2025-01-07 09:00:00,150255000.0,151000000.0,143500000.0,144789000.0
2025-01-06 09:00:00,144731000.0,150300000.0,144481000.0,150264000.0
2025-01-05 09:00:00,144767000.0,145357000.0,143513000.0,144700000.0
2025-01-04 09:00:00,144653000.0,145500000.0,144073000.0,144745000.0
2025-01-03 09:00:00,143848000.0,145755000.0,142619000.0,144655000.0
2025-01-02 09:00:00,141322000.0,144826000.0,140920000.0,143848000.0
2025-01-01 09:00:00,139394000.0,141631000.0,139000000.0,141320000.0
2024-12-31 09:00:00,137865000.0,143483000.0,136032000.0,139257000.0
2024-12-30 09:00:00,139831000.0,140680000.0,135971000.0,137892000.0
2024-12-29 09:00:00,142306000.0,142380000.0,138600000.0,139735000.0
2024-12-28 09:00:00,142107000.0,143000000.0,141487000.0,142302000.0
2024-12-27 09:00:00,144016000.0,146117000.0,141466000.0,142111000.0
2024-12-26 09:00:00,148216000.0,149000000.0,143175000.0,144076000.0
2024-12-25 09:00:00,146832000.0,148566000.0,145395000.0,148081000.0
2024-12-24 09:00:00,142901000.0,148148000.0,141000000.0,146831000.0
2024-12-23 09:00:00,144802000.0,146200000.0,140487000.0,142901000.0
2024-12-22 09:00:00,147836000.0,147950000.0,143850000.0,144800000.0
2024-12-21 09:00:00,148138000.0,149700000.0,145249000.0,147830000.0
2024-12-20 09:00:00,147474000.0,148460000.0,139800000.0,148138000.0
2024-12-19 09:00:00,147753000.0,153299000.0,145000000.0,147474000.0
2024-12-18 09:00:00,155222000.0,155949000.0,147189000.0,147754000.0
2024-12-17 09:00:00,153403000.0,157198000.0,152885000.0,155223000.0
2024-12-16 09:00:00,149243000.0,154924000.0,149016000.0,153403000.0
2024-12-15 09:00:00,145927000.0,150000000.0,145684000.0,149243000.0
2024-12-14 09:00:00,144432000.0,146051000.0,143973000.0,145927000.0
2024-12-13 09:00:00,142780000.0,144865000.0,142001000.0,144402000.0
2024-12-12 09:00:00,143111000.0,145000000.0,142000000.0,142757000.0
2024-12-11 09:00:00,138205000.0,144276000.0,136500000.0,143111000.0
2024-12-10 09:00:00,138934000.0,140000000.0,135490000.0,138205000.0
2024-12-09 09:00:00,141056000.0,141399000.0,135900000.0,138864000.0
2024-12-08 09:00:00,138970000.0,141400000.0,138620000.0,141005000.0
2024-12-07 09:00:00,139402000.0,140411000.0,137698000.0,138960000.0
2024-12-06 09:00:00,137501000.0,141502000.0,136000000.0,139340000.0
2024-12-05 09:00:00,138765000.0,146100000.0,134000000.0,137501000.0
2024-12-04 09:00:00,133720000.0,139920000.0,133499000.0,138760000.0
2024-12-03 09:00:00,133523000.0,134680000.0,88266000.0,133700000.0
2024-12-02 09:00:00,133802000.0,135800000.0,132260000.0,133535000.0
2024-12-01 09:00:00,133722000.0,135199000.0,133297000.0,133802000.0
2024-11-30 09:00:00,134542000.0,134809000.0,133600000.0,133701000.0
